country1,country2,n_obs,pearson_r,clayton_theta,lambda_L,gumbel_theta,lambda_U,lambda_L_empirical
FR,CZ,87648,0.3988112728836582,0.41347827577113067,0.18704966047102564,1.306552735961302,0.30019075197183653,0.21610845295055822
FR,SK,87126,0.13539698480871562,0.532119458009384,0.27181985276615556,1.2452835128240858,0.25523832628280174,0.0
FR,AT,87653,0.21220491958407425,0.2221436492732381,0.044145443129959154,1.1410473411907953,0.16422680679808943,0.15810456771841896
FR,CH,87653,0.6701886720294761,0.6664443014561287,0.35343075984424227,1.6634892905805023,0.4830789084574687,0.25025629342749744
FR,SI,87633,0.009783329008830187,0.21671687576603157,0.040827489816808275,1.0256097166898162,0.03431824970333186,0.0
FR,HR,52602,0.0752725039320953,0.09608560292025796,0.0007363164581686925,1.0419668192118827,0.05506295333878253,0.12811252613571564
FR,HU,87652,0.14704744123307312,0.2026981331149062,0.03272541846654796,1.0974199104430613,0.11935410905113364,0.1649578491683755
FR,RO,87531,0.08650313215662868,0.07727559929489577,0.0001271927888858681,1.0470169262503077,0.06129351852455356,0.11964836168512387
FR,BG,87651,0.0784042411467394,0.05325551787353142,2.225564940780254e-06,1.0406803490448853,0.05346288670823829,0.09966966624900331
FR,RS,26300,0.12049401795328867,0.10855254583663675,0.0016860599057374219,1.0628378739074187,0.08030478981350164,0.1780821917808219
FR,GR,87617,0.1575262626450244,0.15196546093458327,0.010449352464802296,1.09621909831211,0.11805247888218928,0.15637109642124458
FR,IT,87603,0.26162493592783204,0.21177787021649128,0.037892898690952234,1.1734364328386577,0.1947509972204009,0.1477883186649903
BE,NL,87672,0.8464594031840936,1.2903014093180811,0.5843834733711999,2.3293601665837986,0.6534176702033632,0.3910117486027147
BE,LU,87672,0.756705389670329,1.0832438528090285,0.5273551654585156,2.02465218321875,0.5917416795690258,0.3729896201665336
BE,DE,87672,0.6799186389738817,0.9071964455820666,0.4657742899492913,1.7596630623427993,0.5172343357662268,0.35245808144177027
BE,DK,87670,0.3893630440341878,0.31643219074831846,0.11185993223034316,1.2796423240716017,0.28112054868431535,0.17269305349606479
BE,NO,87668,0.42634176707317384,0.29879670458220997,0.09829370768282915,1.2966750393190816,0.2933073822822374,0.1398425915364435
BE,SE,87575,0.30545179065887124,0.23882542473651713,0.05489585807772354,1.2021484622878593,0.22004099765662732,0.15347721822541965
BE,FI,87617,0.27667226165973285,0.2077441300285708,0.03555968251627037,1.1840089952652533,0.20424793072940983,0.14380278475233965
BE,EE,87396,0.21319161638907613,0.11997791186781785,0.003097097434588388,1.1225506005087709,0.14575942003714282,0.11979405034324943
BE,LV,87587,0.26520575661732376,0.15710652760343338,0.012131418821576144,1.1534778776480816,0.1762052579651221,0.09807055599954333
BE,LT,86719,0.312508917666368,0.20984281234355998,0.03676631056712791,1.2009196793473338,0.2189905687051077,0.1518680811808118
BE,PL,87672,0.3854930874948708,0.2983646670555547,0.09796408261078932,1.2698931385965784,0.27395768372564144,0.1794228356336261
BE,CZ,87667,0.375217415569235,0.3487560117571225,0.13703971056450254,1.2710001098085444,0.27477803005005264,0.19584806661343676
BE,SK,87145,0.12878438733284603,0.3884750538365051,0.1679183888909056,1.2112503356845028,0.2277364424827173,0.0
BE,AT,87672,0.15212443448500815,0.10613297395028759,0.0014576474488496418,1.0869564212181864,0.10788459496393532,0.1293486939660089
BE,CH,87672,0.5049072686513223,0.3416004218480118,0.13145155802943517,1.3671311975808824,0.3396830277392291,0.15809284818067754
BE,SI,87652,-0.05300528826228121,0.05002274336996782,9.597042459453486e-07,1.0100063082386792,0.013687209743129536,0.0
BE,HR,52608,-0.0061774447771080175,0.010006640426076843,8.25993905129866e-31,1.0100063082386792,0.013687209743129536,0.098460368751188
BE,HU,87671,0.08266240030610301,0.08993373053037593,0.0004495288859452108,1.0422972133360084,0.05547303662590308,0.12569864263716207
BE,RO,87550,0.04603960239035475,0.039189367520029786,2.0824754612319056e-08,1.0234174174347614,0.031470393984389666,0.11410622501427756
BE,BG,87670,0.03727190902139604,0.014206201164059509,6.455921750371072e-22,1.0163154009516784,0.022131489898909784,0.09387475761377895
BE,RS,26304,0.03235141755931565,0.010006640426076843,8.25993905129866e-31,1.0100063082386792,0.013687209743129536,0.1543726235741445
BE,GR,87636,0.1493029112600888,0.05641567153790059,4.613934156682789e-06,1.077226147836493,0.09695433477177118,0.10247632089467078
BE,IT,87622,0.16908490530886203,0.07586631308640834,0.00010767114091772753,1.0938683430069365,0.11549346241824066,0.09997717416115043
NL,LU,87672,0.6558104821227174,0.806935468978638,0.423590908698866,1.7211523392220986,0.5041079216134721,0.2936010037641154
NL,DE,87672,0.650023981444888,1.1663132974525332,0.5519453932280273,1.8168504463934807,0.5355052360778647,0.43458423634082355
NL,DK,87670,0.4511678206294606,0.512128037973303,0.2583436456382004,1.3909407180283955,0.3540301598689579,0.25481920839511807
NL,NO,87668,0.5742675160490361,0.7578228607794961,0.40065445182476683,1.604068677126052,0.4594828918226066,0.2890384396030569
NL,SE,87575,0.43299699593207996,0.43929644022388836,0.20641687404888465,1.3478134676334963,0.32757393825297343,0.21000342583076395
NL,FI,87617,0.4422164170043976,0.4820377582654745,0.2374134731159523,1.3823373426826344,0.34891726103280263,0.22083999086966447
NL,EE,87396,0.2605405525515712,0.1773863266850899,0.0200895200824001,1.1578687002133006,0.1803565566966554,0.1591533180778032
NL,LV,87587,0.34142586574789363,0.23943634979563638,0.05530388739609217,1.2042629509215395,0.2218421131565358,0.11610914487955246
NL,LT,86719,0.4292869267473062,0.33240333117143817,0.1242748754753053,1.3034099766485938,0.29801501403527464,0.16685885608856088
NL,PL,87672,0.4510789846353399,0.4119675525993754,0.18590331016584777,1.3457946725951182,0.3262832434853302,0.21033420782479753
NL,CZ,87667,0.33330851403871875,0.3546505837510723,0.1416422199261375,1.2488449731790374,0.2580057029406966,0.1984715410060454
NL,SK,87145,0.15829738437288543,0.7527917886208897,0.3982127833652018,1.3731503328288763,0.34336889576659035,0.0
NL,AT,87672,0.1849939567744878,0.13249996597850028,0.005346565861923931,1.112550321827618,0.13543932177788842,0.1315159119425117
NL,CH,87672,0.4474156708346135,0.371061146455542,0.15443015372344873,1.3270582250300016,0.31406789363420207,0.18478384852286986
NL,SI,87652,-0.009558568594763171,0.3329972933782665,0.1247379697977735,1.044360560185239,0.058026233808052385,0.0
NL,HR,52608,0.07445451909830726,0.01420677931026191,6.468753297949468e-22,1.0444761053129206,0.05816881280063546,0.09180764113286448
NL,HU,87671,0.06077243903869688,0.08219671994620152,0.00021761481792142764,1.0310693117447916,0.041340111127785795,0.124443937492871
NL,RO,87550,0.045120215767697286,0.034501817134100485,1.883442787589183e-09,1.0213444581776516,0.028762499905976124,0.10783641763765137
NL,BG,87670,0.0365349908705103,0.010006640426076843,8.25993905129866e-31,1.0149321271147036,0.02029212711217454,0.09547165507014943
NL,RS,26304,0.061063850031299736,0.012877833556736789,4.208952875526041e-24,1.0277609179512817,0.03709692848985102,0.17186311787072242
NL,GR,87636,0.2670454762111879,0.2327400507454017,0.05088417682720979,1.1824358291763872,0.20284872050024538,0.1536969420356002
NL,IT,87622,0.18350999660572012,0.09845287839830998,0.0008757803137678635,1.106216229408473,0.12877583459164765,0.1123031271399224
LU,DE,87672,0.6714312288878684,0.8412848962389633,0.43871076922817204,1.7337947800115536,0.508494260061108,0.32485456826736625
LU,DK,87670,0.3186577075036002,0.23889016471764898,0.054939052690427315,1.2163791848956287,0.23200761345279197,0.15012548482774354
LU,NO,87668,0.35486288238998237,0.33563084479152244,0.12679203793940572,1.258948832135434,0.26574810889322253,0.170525835519562
LU,SE,87575,0.2735234759907609,0.23495297086015476,0.05233170555353623,1.183779642423381,0.20404423837724606,0.14039296321681516
