country1,country2,r,p,ci_low,ci_high,n,n_eff,autocorr1,p_corrected,significant
FI,RS,,,,,8759,,,,False
FI,SE,,,,,8759,,,,False
FI,SI,,,,,8759,,,,False
FI,SK,,,,,8759,,,,False
FI,UK_gridwatch,,,,,8759,,,,False
FR,GR,0.03706738545030447,0.0005208142257774444,0.01613725903213097,0.05796504140383683,8759,32.575702610738105,0.9925893369487646,0.0005873844651625311,True
FR,HR,-0.023984860923874644,0.024785190295307173,-0.04490495846685826,-0.003043736211244291,8759,32.575702610738105,0.9925893369487646,0.026650742253018465,True
FR,HU,0.06844892923190177,1.429548782671139e-10,0.04757447374383622,0.089263623231864,8759,32.575702610738105,0.9925893369487646,1.8892715189486418e-10,True
FR,IE,0.3380566689225999,7.740430734319898e-163,0.31563138501629623,0.3601045296294626,6096,32.575702610738105,0.9925893369487646,2.8318649027999626e-162,True
FR,LT,0.2393555335975793,2.308368958723414e-114,0.21951324281493562,0.258999888092877,8759,32.575702610738105,0.9925893369487646,7.066435587928818e-114,True
FR,LU,0.8203901637345414,0.0,0.8134230511622075,0.8271219141282868,8759,32.575702610738105,0.9925893369487646,0.0,True
FR,LV,0.18617127671184636,3.82537031921401e-69,0.16587535795363695,0.20630954578384905,8759,32.575702610738105,0.9925893369487646,8.197222112601449e-69,True
FR,NL,0.6236068891866691,0.0,0.6106391728405123,0.636240255822665,8759,32.575702610738105,0.9925893369487646,0.0,True
FR,NO,0.2591591106489273,2.0423354419943654e-134,0.23951642754349992,0.27858972423824996,8759,32.575702610738105,0.9925893369487646,6.588178845143114e-134,True
FR,PL,0.33951088603724444,3.276958577524533e-235,0.3208495558393455,0.357908716012429,8759,32.575702610738105,0.9925893369487646,1.5360743332146247e-234,True
FR,PT,0.2786489712274017,6.179461209174601e-156,0.25921902886154746,0.29785345663804025,8759,32.575702610738105,0.9925893369487646,2.2069504318480714e-155,True
FR,RO,0.05111718672784766,1.6973200111198898e-06,0.03020687047331954,0.07198278063670582,8759,32.575702610738105,0.9925893369487646,2.0532096908708345e-06,True
FR,RS,-0.014854824927523418,0.16448808401070225,-0.035786345416569186,0.00608972318354793,8759,32.575702610738105,0.9925893369487646,0.1719387637742532,False
FR,SE,0.11690210821711612,4.935407199646628e-28,0.09619496300623194,0.13750810891687917,8759,32.575702610738105,0.9925893369487646,8.225678666077714e-28,True
FR,SI,,,,,8759,32.575702610738105,0.9925893369487646,,False
FR,SK,0.1899669319392355,5.748710982803277e-72,0.16969941245746162,0.21007382538619743,8759,32.575702610738105,0.9925893369487646,1.2774913295118393e-71,True
FR,UK_gridwatch,0.47382920200444073,0.0,0.4574256937299736,0.48991035714015685,8759,32.575702610738105,0.9925893369487646,0.0,True
GR,HR,0.18735872096542563,5.081804327191462e-70,0.1670716211183771,0.20748723846608716,8759,28.634801388198156,0.9934829332271126,1.1128038672682033e-69,True
GR,HU,0.037925694604056225,0.00038491153649647793,0.016996540754618077,0.05882162826355197,8759,28.634801388198156,0.9934829332271126,0.0004373994732914522,True
GR,IE,0.0526339108271211,3.930986367432489e-05,0.02756643197139393,0.07763523294580664,6096,28.634801388198156,0.9934829332271126,4.606624649334948e-05,True
GR,LT,-0.03953780080123886,0.00021454570795913968,-0.06043041641859337,-0.018610557233660344,8759,28.634801388198156,0.9934829332271126,0.0002456630243806943,True
