country1,country2,best_copula,clayton_cvm,gumbel_cvm,gaussian_cvm,clayton_lambda_L,empirical_lambda_L,gumbel_lambda_U,gaussian_rho,n_obs
AT,SI,gaussian,0.0009826008885031967,0.0011100226722287562,0.0009706299904623638,0.0014390284266079755,0.0,0.026994379174101857,0.07540267635596946,87652
AT,SK,gaussian,0.014922000475191698,0.015112403950804347,0.014575189963183197,0.3397313356062095,0.0,0.3499936665685195,0.435603278892704,87145
BE,BG,gaussian,9.663809149078509e-06,3.380928165278607e-06,3.2833580991075926e-06,6.455921750371072e-22,0.05086678832116788,0.022131489898909784,0.028309545296881712,87670
BE,CH,gumbel,0.0006053303967744052,3.71059586580208e-05,0.00015558474634021538,0.13145155802943517,0.08371350364963503,0.3396830277392291,0.39840021093303796,87672
BE,CZ,gumbel,0.0002760974628405847,1.95214270637853e-05,3.86586190968425e-05,0.13703971056450254,0.12502851927903263,0.27477803005005264,0.35373673127942173,87667
BE,DE,gumbel,0.0008578510231661153,3.057132290628758e-05,0.00015208569507723827,0.4657742899492913,0.26961678832116787,0.5172343357662268,0.6512051393877919,87672
BE,DK,gumbel,0.00032774853153408426,1.695993110179634e-05,5.808054810630401e-05,0.11185993223034316,0.0978558394160584,0.28112054868431535,0.3487548795844477,87670
BE,EE,gumbel,0.00011873533235831397,8.057585413193542e-06,2.373517848096266e-05,0.003097097434588388,0.061556064073226543,0.14575942003714282,0.175588067714032,87396
BE,ES,gumbel,8.362180053096083e-05,3.6033752852711125e-06,1.1825099979365882e-05,0.007887996134980797,0.06846188954815152,0.1407741108788365,0.18031078264390302,87649
BE,FI,gumbel,0.0002033853557374707,2.6408881970667687e-05,4.732274830103646e-05,0.03555968251627037,0.07464049303811915,0.20424793072940983,0.2504835224299377,87617
BE,FR,gumbel,0.001431799644210479,2.268463984869364e-05,0.00030333558285422545,0.4835722467460918,0.19119324663472506,0.5840108825263615,0.701002589054381,87653
BE,GB,gumbel,0.0009778018394665747,2.289739601378682e-05,0.00018906474029240509,0.39037955856511614,0.19291338582677164,0.48977606156288656,0.5958909041245357,86378
BE,GR,gumbel,8.035618262555896e-05,1.4617804001355908e-05,2.9082723920548426e-05,4.613934156682789e-06,0.056138749429484255,0.09695433477177118,0.10604690780743913,87636
BE,HR,gaussian,7.394427872640967e-06,1.0721883417928855e-05,5.269914514163872e-06,8.25993905129866e-31,0.05057034220532319,0.013687209743129536,0.00048230056661086127,52608
BE,HU,gaussian,1.9610950616774155e-05,1.9113513988681428e-05,4.621417509217788e-06,0.0004495288859452108,0.062271897810218975,0.05547303662590308,0.09504075470670191,87671
BE,IE,gumbel,0.0004703058121365184,2.300575286595951e-05,9.751840349973529e-05,0.12141879027029524,0.07704654895666131,0.304124174488841,0.3628317085256637,87227
BE,IT,gumbel,8.805565661326685e-05,8.42127580478131e-06,2.3956153484037863e-05,0.00010767114091772753,0.0591189226204063,0.11549346241824066,0.13599274896336794,87622
BE,LT,gumbel,0.00021715534900412163,8.835166805054764e-06,4.7938037320591286e-05,0.03676631056712791,0.08717712177121771,0.2189905687051077,0.25977612513904974,86719
BE,LU,gumbel,0.001177921692572017,1.3858054697849433e-05,0.00026067523247760843,0.5273551654585156,0.24566605839416059,0.5917416795690258,0.7149954868616951,87672
BE,LV,gumbel,0.000350356949706789,0.0001289947280947435,0.00014664175586368664,0.012131418821576144,0.09522722082667276,0.1762052579651221,0.2057713049570719,87587
BE,NL,gumbel,0.0016601683431908217,3.872285361767671e-05,0.00048051225907453043,0.5843834733711999,0.26003649635036497,0.6534176702033632,0.7851436122793883,87672
BE,NO,gumbel,0.0005378375500428386,8.326847370754075e-05,0.00015791184549451725,0.09829370768282915,0.06297056810403832,0.2933073822822374,0.35368514081320623,87668
BE,PL,gumbel,0.00029783305600131503,7.36076829090119e-06,5.564086970308211e-05,0.09796408261078932,0.10675182481751824,0.27395768372564144,0.33244653936298657,87672
BE,PT,gumbel,4.297250199855543e-05,3.647973594813576e-06,7.559946268548398e-06,8.922340538777582e-05,0.06135948905109489,0.09025147142625523,0.11018489372290978,87672
BE,RO,gaussian,7.048400596568966e-06,3.777158694162141e-06,2.6224678661974836e-06,2.0824754612319056e-08,0.06372772955687528,0.031470393984389666,0.042055990495462665,87550
BE,RS,clayton,0.00032481721256696786,0.0003433466575489339,0.0003444859200623978,8.25993905129866e-31,0.0,0.013687209743129536,0.021168329208975482,26304
BE,SE,gumbel,0.00023965073049240644,2.5318073578959532e-05,5.0708497173247324e-05,0.05489585807772354,0.09271523178807947,0.22004099765662732,0.27145116575575623,87575
