year,n_countries,n_hours,wind_mean,wind_min,wind_cv,solar_mean,solar_min,solar_cv,combined_mean,combined_min,combined_cv,wind_solar_corr,cv_reduction_vs_wind
2015,28,8033,32.412615291298394,6.739739999999999,0.4097970331869979,11.138607601767706,0.012535000000000001,1.3270583817872768,43.5512228930661,9.114105,0.4032650759229301,-0.22021871043096117,1.5939493786152337
2016,28,3794,34.65826972983658,7.6026975,0.3827629508663098,11.279563123352663,0.00966,1.3092881010056505,45.93783285318925,9.987675,0.3874411662538929,-0.19730043032253455,-1.2222226255166335
2017,28,8541,38.25478699654607,8.199455,0.4189271465304216,11.801010444327364,0.0009725,1.347484017894625,50.055797440873434,9.061069999999999,0.40232971206199636,-0.20428172367646763,3.9618904160033885
2019,28,2370,53.82435278586498,17.351235000000003,0.3309326810142681,6.956934476793248,0.0021975000000000002,1.5499151485383884,60.78128726265823,20.191917500000002,0.3156477576513497,-0.1704099616811674,4.618740982628844
2020,28,6272,44.07857276865434,8.798802499999999,0.44101968809177033,16.544750594308034,0.004827499999999999,1.2934729659119915,60.623323362962374,12.893564999999999,0.4134889399151266,-0.2493991135889435,6.2425213476898005
2021,28,408,61.32253484109477,21.870398499999997,0.2951436520379843,5.045370214460784,0.0033899999999999994,1.6147285207121083,66.36790505555555,24.003183500000006,0.2886519967137752,-0.09136925423305371,2.1994900718290356
2024,28,1130,87.53607165309734,24.925178499999998,0.3587601093666328,11.164255988938054,0.012847499999999998,1.5014652149764731,98.7003276420354,27.550100500000006,0.35538819682344025,-0.03498878239596635,0.9398794501276675
