year,month,month_name,n_countries,n_samples,min,max,mean,std,cv_aggregate,cv_individual_mean,cv_reduction
2023,12,Dec,28,743,29840.800000000003,131106.22000000003,75293.10771758636,23607.888889857815,0.31354647995680585,0.722169653942237,56.58271179837128
2024,1,Jan,28,744,36469.50000000001,130982.83750000001,77590.93574932797,20869.301442606866,0.2689657141141982,0.6416516325961811,58.08228321247492
2024,2,Feb,28,686,36084.9875,141218.63750000004,77846.9877915452,19570.04057467987,0.2513911087617617,0.6729876093185797,62.64550709688359
2024,3,Mar,28,613,18706.822500000002,110149.23500000003,58796.965742251225,19475.626541977537,0.3312352312082398,0.7570899073845057,56.24889092069031
2024,4,Apr,28,719,21500.552499999998,106471.50249999999,57194.280073018075,17847.23535968025,0.31204580837271256,0.7210430215866526,56.722997237244336
2024,5,May,28,744,11244.43,82746.065,38629.51464045699,14690.654935298637,0.380296130356062,0.8422741281548055,54.848888545444474
2024,6,Jun,28,720,13277.102499999999,71269.08825,37454.30969340278,11705.059848100305,0.31251570096783926,0.866756001943907,63.94421264266435
2024,7,Jul,28,744,9497.387499999999,89645.99546400002,35618.75435522984,12742.082358368436,0.3577352040806991,0.8383991791428285,57.331160027322035
2024,8,Aug,28,744,9636.5425,81546.20000000001,36817.08376008064,14429.784472691992,0.39193176099237,0.8581279210427535,54.32711704379525
2024,9,Sep,28,719,10406.955,109921.38500000001,51346.286812586935,21000.3530250139,0.40899458030265806,0.7860435801851384,47.967951063689526
2024,10,Oct,28,742,21045.802499999998,94996.765,54332.50205626684,16250.594373439753,0.29909527002107517,0.7616853816307615,60.7324392414208
2024,11,Nov,28,718,15809.172499999999,135340.98249999998,61176.245727715876,27012.70141562753,0.4415553961231301,0.7978756613107301,44.65862069313482
2024,12,Dec,28,736,23007.252500000002,129247.47500000002,74376.1252173913,29331.30147171771,0.39436447362626526,0.7260359892744596,45.682517195826534
